sub_event_id;subscription_id;event_date;event_type;event_details;plan_tier;seats;billing_frequency;auto_renew_status;mrr_amount;arr_amount
320;S-bd1912;2024-10-06;Cancel;;Basic;97;monthly;Active;1843;22116
321;S-e0cd01;2024-10-21;Update;Seat Downgrade;Basic;45;annual;Inactive;855;10260
322;S-d36b9f;2024-11-01;Update;Plan Upgrade;Enterprise;45;annual;Inactive;8955;107460
323;S-bf3403;2024-11-10;Update;;Enterprise;45;annual;Inactive;8955;107460
324;S-add03a;2024-12-18;Update;;Enterprise;45;annual;Active;8955;107460
325;S-8e169f;2023-06-14;Create;;Pro;30;annual;Active;0;0
326;S-4fd561;2023-11-04;Conversion;;Basic;30;monthly;Active;570;6840
327;S-e92512;2024-03-13;Update;;Basic;30;monthly;Active;570;6840
328;S-61d573;2024-04-24;Update;Plan Upgrade;Pro;30;annual;Active;1470;17640
329;S-8ae804;2024-05-05;Update;Plan Upgrade;Enterprise;50;monthly;Active;9950;119400
330;S-d07886;2024-07-02;Update;Plan Downgrade;Pro;30;annual;Active;1470;17640
331;S-73fc8f;2024-10-25;Update;Plan Upgrade;Enterprise;30;monthly;Inactive;5970;71640
332;S-c0a7d8;2024-10-26;Update;;Enterprise;30;monthly;Active;5970;71640
333;S-de3416;2024-12-15;Update;Plan Downgrade;Pro;47;annual;Active;2303;27636
334;S-b420be;2024-06-30;Create;;Enterprise;23;annual;Active;4577;54924
335;S-df2fb8;2024-08-17;;;Pro;55;annual;Active;0;0
336;S-63d104;2024-09-03;Conversion;;Basic;11;annual;Active;209;2508
337;S-9395a2;2024-09-05;Update;;Basic;11;monthly;Active;209;2508
338;S-c43a91;2024-09-06;Update;Plan Upgrade;Pro;13;annual;Active;637;7644
339;S-d6dc7a;2024-10-02;Update;Seat Downgrade;Pro;11;monthly;Inactive;539;6468
340;S-604bd0;2024-10-27;Update;Seat Upgrade;Pro;57;monthly;Inactive;2793;33516
341;S-0b25d7;2024-10-30;Update;Plan Downgrade;Basic;22;monthly;Active;418;5016
342;S-3ca6d2;2024-11-11;Update;Seat Upgrade;Basic;35;monthly;Active;665;7980
343;S-b042d9;2024-11-15;Update;Plan Upgrade;Enterprise;11;annual;Active;2189;26268
344;S-62c824;2024-11-26;Cancel;;Basic;11;annual;Active;209;2508
345;S-9cfabf;2023-08-05;Create;;Basic;7;annual;Active;133;1596
346;S-d735d1;2023-09-23;Update;Seat Upgrade;Basic;24;monthly;Active;456;5472
347;S-695606;2023-12-31;Update;Seat Downgrade;Basic;16;monthly;Active;304;3648
348;S-dcbf45;2024-01-01;Update;Plan Upgrade;Pro;22;monthly;Active;1078;12936
349;S-c284ce;2024-02-03;Update;Plan Upgrade;Enterprise;11;monthly;Active;2189;26268
350;S-400e62;2024-04-18;Update;Plan Downgrade;Basic;14;annual;Inactive;266;3192
351;S-7ded4d;2024-06-18;Update;Seat Upgrade;Basic;17;monthly;Active;323;3876
352;S-db6454;2024-10-08;Update;Seat Downgrade;Basic;11;monthly;Active;209;2508
353;S-5cff9b;2024-11-07;;;Pro;7;monthly;Inactive;0;0
354;S-712e69;2024-11-24;Conversion;;Basic;17;annual;Active;323;3876
355;S-5eaab8;2024-12-11;Cancel;;Pro;7;monthly;Inactive;343;4116
356;S-f16bb2;2024-12-27;Create;;Enterprise;28;monthly;Active;0;0
357;S-f09b6c;2024-12-27;Conversion;;Basic;28;monthly;Active;532;6384
358;S-fe2139;2024-12-28;Update;Plan Upgrade;Pro;28;monthly;Active;1372;16464
359;S-0386c2;2024-12-28;Update;Plan Upgrade;Enterprise;28;annual;Active;5572;66864
360;S-2ae21d;2024-12-28;Update;Plan Downgrade;Basic;28;annual;Active;532;6384
361;S-d5aded;2024-12-29;Update;Plan Upgrade;Pro;28;monthly;Active;1372;16464
362;S-71c67c;2024-12-30;Update;;Pro;28;monthly;Active;1372;16464
363;S-0c43c2;2024-12-30;Update;;Pro;28;monthly;Inactive;1372;16464
364;S-e11cde;2024-12-31;Update;Plan Upgrade;Enterprise;28;monthly;Inactive;5572;66864
365;S-1c54b6;2024-12-31;Update;;Enterprise;28;monthly;Inactive;5572;66864
366;S-9c9700;2024-12-31;Update;Plan Downgrade;Basic;28;annual;Active;532;6384
367;S-c10f0c;2024-11-11;Create;;Basic;6;monthly;Inactive;114;1368
368;S-e9b437;2024-11-30;Update;Plan Upgrade;Pro;11;monthly;Active;539;6468
369;S-1131ff;2024-12-01;;;Basic;3;monthly;Active;0;0
370;S-4793bb;2024-12-08;Conversion;;Pro;3;annual;Inactive;147;1764
371;S-126e7e;2024-12-21;Update;Plan Upgrade;Enterprise;7;monthly;Inactive;1393;16716
372;S-47048b;2024-12-31;Update;Plan Downgrade;Basic;7;annual;Active;133;1596
373;S-59f0a6;2024-09-02;Create;;Pro;123;monthly;Inactive;6027;72324
374;S-7c81dd;2024-09-05;Update;Seat Downgrade;Pro;40;monthly;Active;1960;23520
375;S-842582;2024-09-24;;;Pro;45;annual;Active;0;0
376;S-9ee11d;2024-10-11;Conversion;;Pro;24;monthly;Active;1176;14112
377;S-b2238e;2024-11-16;Update;Plan Downgrade;Basic;24;monthly;Active;456;5472
378;S-d83789;2024-12-10;Update;Plan Upgrade;Pro;24;monthly;Active;1176;14112
379;S-457217;2024-12-18;Update;;Pro;24;monthly;Active;1176;14112
380;S-2dad6b;2024-12-20;Update;Plan Downgrade;Basic;34;monthly;Active;646;7752
381;S-b4212b;2023-05-12;Create;;Enterprise;17;monthly;Active;3383;40596
382;S-bfca66;2023-06-09;Update;Plan Downgrade;Basic;14;annual;Inactive;266;3192
383;S-a34e37;2024-04-27;;;Enterprise;23;annual;Active;0;0
384;S-c1ad26;2024-05-09;Conversion;;Pro;14;annual;Active;686;8232
385;S-020dce;2024-07-05;Update;Plan Upgrade;Enterprise;14;monthly;Inactive;2786;33432
386;S-6eb56d;2024-09-14;Update;Plan Downgrade;Pro;34;monthly;Active;1666;19992
387;S-fa9b43;2023-02-05;Create;;Basic;47;annual;Inactive;0;0
388;S-4a89a7;2023-04-19;Conversion;;Basic;47;monthly;Inactive;893;10716
389;S-49a9aa;2023-06-16;Update;Seat Upgrade;Basic;51;annual;Active;969;11628
390;S-4a2fc6;2023-08-05;;;Basic;47;annual;Active;0;0
391;S-d4cc9b;2023-10-03;Conversion;;Pro;54;annual;Active;2646;31752
392;S-5e558a;2023-10-07;Update;Plan Upgrade;Enterprise;47;annual;Active;9353;112236
393;S-2a73e2;2024-01-29;Update;Plan Downgrade;Basic;47;annual;Inactive;893;10716
394;S-bff3b5;2024-03-22;Update;Plan Upgrade;Pro;47;monthly;Inactive;2303;27636
395;S-7ea264;2024-04-10;Update;Plan Upgrade;Enterprise;47;annual;Active;9353;112236
396;S-4e563b;2024-04-26;Update;Plan Downgrade;Basic;103;annual;Active;1957;23484
397;S-3ff7bb;2024-08-15;;;Basic;47;monthly;Active;0;0
398;S-1cefc9;2024-12-16;Conversion;;Pro;48;annual;Active;2352;28224
399;S-e71203;2024-10-02;Create;;Enterprise;45;monthly;Active;8955;107460
400;S-096835;2024-10-20;;;Enterprise;45;monthly;Active;0;0
401;S-f50afe;2024-11-11;Conversion;;Basic;45;annual;Active;855;10260
402;S-2de283;2024-11-27;;;Pro;45;monthly;Active;0;0
403;S-1fb7ac;2024-12-14;Conversion;;Pro;45;annual;Active;2205;26460
404;S-a4d121;2024-10-26;Create;;Enterprise;8;monthly;Active;1592;19104
405;S-b9bbfd;2024-11-13;Update;Seat Upgrade;Enterprise;36;monthly;Active;7164;85968
406;S-34cc51;2024-11-21;Update;Plan Downgrade;Basic;15;annual;Inactive;285;3420
407;S-0b73bd;2024-11-24;Update;Plan Upgrade;Enterprise;16;monthly;Inactive;3184;38208
408;S-f65381;2024-12-02;Update;;Enterprise;16;annual;Active;3184;38208
409;S-9cb1f7;2024-12-07;Update;Plan Downgrade;Pro;17;monthly;Active;833;9996
410;S-e2a10c;2024-12-24;Update;Plan Downgrade;Basic;18;annual;Active;342;4104
411;S-2c64e6;2024-12-24;Update;Seat Downgrade;Basic;15;monthly;Inactive;285;3420
412;S-43c80c;2024-12-25;Update;Plan Upgrade;Pro;12;annual;Active;588;7056
413;S-d7163c;2024-12-27;Update;Seat Downgrade;Pro;11;monthly;Active;539;6468
414;S-2ff628;2024-12-27;Update;Plan Downgrade;Basic;8;monthly;Active;152;1824
415;S-7452a4;2024-12-30;Cancel;;Enterprise;29;monthly;Active;5771;69252
416;S-eff39c;2024-10-31;Create;;Enterprise;32;annual;Active;6368;76416
417;S-2c1ca6;2024-11-11;Update;;Enterprise;32;monthly;Inactive;6368;76416
418;S-efcb1e;2024-12-10;;;Pro;32;annual;Active;0;0
419;S-42671b;2024-12-11;Conversion;;Enterprise;32;annual;Active;6368;76416
420;S-7e09c4;2024-12-21;Cancel;;Basic;32;annual;Inactive;608;7296
421;S-05eff5;2024-12-23;Update;;Basic;32;monthly;Active;608;7296
422;S-9f8b23;2024-12-24;Cancel;;Enterprise;128;annual;Active;25472;305664
423;S-3fb8f4;2024-12-28;Update;Seat Downgrade;Enterprise;32;annual;Inactive;6368;76416
424;S-2f8dbb;2023-11-18;Create;;Basic;2;annual;Inactive;38;456
425;S-af6536;2024-02-11;Cancel;;Enterprise;40;monthly;Active;7960;95520
426;S-1c45b4;2024-04-20;;;Basic;65;monthly;Active;0;0
427;S-063586;2024-05-23;Conversion;;Enterprise;22;annual;Active;4378;52536
428;S-b89456;2024-09-01;Cancel;;Enterprise;4;monthly;Active;796;9552
429;S-3223a2;2024-09-20;Update;Plan Downgrade;Basic;9;annual;Active;171;2052
430;S-80c24c;2024-11-26;Create;;Pro;17;monthly;Active;833;9996
431;S-46ff9c;2024-11-27;Cancel;;Pro;28;monthly;Active;1372;16464
432;S-dc1c10;2024-11-28;Update;Plan Downgrade;Basic;29;annual;Active;551;6612
433;S-05ad41;2024-12-12;Update;Plan Upgrade;Pro;41;monthly;Inactive;2009;24108
434;S-99a404;2024-12-20;Update;Plan Downgrade;Basic;10;annual;Active;190;2280
435;S-a2afb0;2024-12-21;Update;Plan Upgrade;Enterprise;18;annual;Inactive;3582;42984
436;S-6fa3a3;2024-12-30;Update;Plan Downgrade;Pro;10;annual;Active;490;5880
437;S-e1444a;2024-12-30;;;Basic;21;annual;Active;0;0
438;S-a54381;2024-12-05;Create;;Basic;34;monthly;Inactive;646;7752
439;S-770018;2024-12-14;Update;Plan Upgrade;Enterprise;34;annual;Inactive;6766;81192
440;S-4c5456;2024-12-19;Update;Plan Downgrade;Basic;34;monthly;Active;646;7752
441;S-da9f05;2023-05-08;Create;;Pro;23;annual;Active;1127;13524
442;S-f24609;2023-07-14;Update;Seat Upgrade;Pro;29;monthly;Active;1421;17052
443;S-909612;2024-02-10;Update;Plan Upgrade;Enterprise;23;monthly;Active;4577;54924
444;S-f9e2ca;2024-06-10;Update;;Enterprise;23;annual;Active;4577;54924
445;S-c033fa;2024-06-26;Update;Plan Downgrade;Pro;52;monthly;Inactive;2548;30576
446;S-3e54f5;2023-12-12;Create;;Basic;17;annual;Active;323;3876
447;S-cd74b9;2024-01-26;Update;Plan Upgrade;Enterprise;16;annual;Active;3184;38208
448;S-ffd591;2024-02-11;Cancel;;Basic;17;monthly;Active;323;3876
449;S-bc66af;2024-02-12;Cancel;;Pro;18;monthly;Active;882;10584
450;S-804965;2024-03-31;Update;Plan Upgrade;Enterprise;35;monthly;Active;6965;83580
451;S-8923b3;2024-05-17;Update;Plan Downgrade;Basic;27;annual;Active;513;6156
452;S-d0d19f;2024-07-03;;;Pro;33;annual;Active;0;0
453;S-fcd20b;2024-07-07;Conversion;;Pro;16;annual;Active;784;9408
454;S-7826c1;2024-07-23;Update;Seat Upgrade;Pro;18;monthly;Active;882;10584
455;S-65bb33;2024-08-26;Update;Plan Upgrade;Enterprise;16;annual;Inactive;3184;38208
456;S-a63da6;2024-09-10;Update;Plan Downgrade;Pro;30;monthly;Inactive;1470;17640
457;S-6bde88;2024-09-18;;;Pro;49;annual;Active;0;0
458;S-9af385;2024-09-26;Conversion;;Basic;27;monthly;Active;513;6156
459;S-628729;2024-10-05;Update;Plan Upgrade;Enterprise;23;monthly;Active;4577;54924
460;S-e1fa5b;2024-12-08;Cancel;;Enterprise;16;monthly;Active;3184;38208
461;S-7a9d40;2024-12-18;Cancel;;Basic;38;annual;Active;722;8664
462;S-61c27e;2023-06-02;Create;;Basic;61;monthly;Active;1159;13908
463;S-f3ff07;2023-06-19;Cancel;;Basic;61;annual;Inactive;1159;13908
464;S-56834c;2023-08-30;;;Pro;61;monthly;Active;0;0
465;S-ce5e0e;2023-09-17;Conversion;;Pro;61;annual;Active;2989;35868
466;S-63c794;2023-10-11;Update;;Pro;61;annual;Active;2989;35868
467;S-e2fd71;2023-11-29;Update;Plan Downgrade;Basic;61;monthly;Active;1159;13908
468;S-4dae4c;2023-12-19;Update;Plan Upgrade;Pro;61;monthly;Active;2989;35868
469;S-9714fa;2024-02-19;Update;;Pro;61;annual;Active;2989;35868
470;S-f762a3;2024-03-22;Update;Plan Upgrade;Enterprise;61;annual;Active;12139;145668
471;S-9f59fd;2024-09-03;Update;Plan Downgrade;Basic;61;annual;Inactive;1159;13908
472;S-6cea1b;2024-11-18;Update;Plan Upgrade;Pro;61;monthly;Active;2989;35868
473;S-3ad334;2024-11-23;Update;Plan Upgrade;Enterprise;61;monthly;Active;12139;145668
474;S-3401bf;2024-06-09;Create;;Enterprise;55;annual;Active;10945;131340
475;S-d232ad;2024-06-10;;;Pro;29;monthly;Inactive;0;0
476;S-45ee20;2024-07-21;Conversion;;Basic;29;monthly;Active;551;6612
477;S-f2da7f;2024-11-05;Update;Plan Upgrade;Enterprise;29;monthly;Active;5771;69252
478;S-5de79e;2024-11-06;Update;Plan Downgrade;Basic;29;annual;Inactive;551;6612
479;S-2aadef;2024-11-16;Update;Plan Upgrade;Pro;29;annual;Active;1421;17052
480;S-ccc0fe;2024-11-28;Update;Plan Downgrade;Basic;29;monthly;Active;551;6612
481;S-a4b1af;2024-12-26;Create;;Enterprise;13;monthly;Active;2587;31044
482;S-06447b;2024-12-27;Update;Plan Downgrade;Pro;1;annual;Active;49;588
483;S-65dbf3;2024-12-28;Update;Plan Upgrade;Basic;36;monthly;Active;684;8208
484;S-d19216;2024-12-28;Cancel;;Basic;86;monthly;Active;1634;19608
485;S-b8d2f6;2024-12-28;;;Basic;19;monthly;Active;0;0
486;S-9c1bcb;2024-12-28;Conversion;;Basic;51;monthly;Active;969;11628
487;S-3c9178;2024-12-29;Update;Seat Downgrade;Basic;11;monthly;Inactive;209;2508
488;S-b57a5e;2024-12-30;Update;Seat Upgrade;Basic;20;annual;Active;380;4560
489;S-2a6e4a;2024-12-30;Update;Plan Upgrade;Pro;31;annual;Inactive;1519;18228
490;S-4c7591;2024-12-30;Update;Seat Downgrade;Pro;28;monthly;Active;1372;16464
491;S-8707e7;2024-12-31;Update;Plan Downgrade;Basic;14;annual;Active;266;3192
492;S-a5a40b;2023-09-16;Create;;Enterprise;64;annual;Inactive;12736;152832
493;S-0b0ffa;2024-01-17;;;Basic;64;annual;Active;0;0
494;S-8b0498;2024-02-19;Conversion;;Pro;64;monthly;Inactive;3136;37632
495;S-612bfb;2024-04-16;Update;Plan Upgrade;Enterprise;64;annual;Active;12736;152832
496;S-fa05d7;2024-07-10;Update;Plan Downgrade;Basic;64;monthly;Active;1216;14592
497;S-b262a1;2024-11-09;Update;;Basic;64;annual;Active;1216;14592
498;S-0aba5b;2024-12-16;;;Pro;64;monthly;Active;0;0
499;S-85f2ab;2024-12-17;Conversion;;Pro;64;monthly;Active;3136;37632
500;S-e9395e;2024-12-20;Update;;Pro;64;monthly;Active;3136;37632
501;S-f77847;2023-08-23;Create;;Basic;20;annual;Active;380;4560
502;S-a84c82;2023-11-01;Update;Plan Upgrade;Pro;20;annual;Inactive;980;11760
503;S-e1db7e;2024-03-13;Update;Plan Downgrade;Basic;20;annual;Active;380;4560
504;S-816354;2024-05-20;;;Pro;20;monthly;Active;0;0
505;S-021004;2024-07-05;Conversion;;Basic;20;monthly;Active;380;4560
506;S-23ae3c;2024-08-03;Update;Plan Upgrade;Enterprise;24;monthly;Active;4776;57312
507;S-d11e9f;2024-08-10;Update;Plan Downgrade;Basic;20;monthly;Active;380;4560
508;S-94b283;2024-10-28;;;Basic;20;monthly;Active;0;0
509;S-66106d;2024-11-02;;;Enterprise;20;monthly;Inactive;0;0
510;S-1c23d2;2024-11-14;;;Pro;20;monthly;Active;0;0
511;S-bd2ab2;2024-11-23;Conversion;;Enterprise;47;annual;Active;9353;112236
512;S-fec1cd;2024-12-04;Update;Seat Downgrade;Enterprise;20;monthly;Inactive;3980;47760
513;S-d65491;2024-12-17;;;Pro;20;annual;Active;0;0
514;S-450fa9;2024-12-17;Conversion;;Basic;20;monthly;Inactive;380;4560
515;S-198dbe;2024-12-19;Create;;Pro;148;monthly;Active;7252;87024
516;S-155b3e;2024-12-19;Update;Plan Upgrade;Enterprise;148;annual;Inactive;29452;353424
517;S-ad8908;2024-12-19;Update;Plan Downgrade;Pro;148;annual;Inactive;7252;87024
518;S-51cb35;2024-12-20;Cancel;;Basic;148;annual;Active;2812;33744
519;S-74f146;2024-12-23;Update;Plan Upgrade;Pro;148;monthly;Active;7252;87024
520;S-88de1c;2024-12-24;Update;Plan Downgrade;Basic;148;annual;Active;2812;33744
521;S-58a7c0;2024-12-24;;;Enterprise;148;monthly;Active;0;0
522;S-e854de;2024-12-25;Conversion;;Pro;148;monthly;Active;7252;87024
523;S-429220;2024-12-29;Update;;Pro;148;monthly;Active;7252;87024
524;S-2fd486;2024-12-29;Update;;Pro;148;annual;Active;7252;87024
525;S-e2d4e9;2024-12-30;;;Basic;148;monthly;Active;0;0
526;S-c9d475;2023-07-06;Create;;Enterprise;20;annual;Inactive;3980;47760
527;S-6f0aa3;2023-11-16;;;Enterprise;20;monthly;Active;0;0
528;S-dc1cf4;2024-01-05;Conversion;;Enterprise;20;monthly;Inactive;3980;47760
529;S-fee7b2;2024-05-07;Update;Seat Upgrade;Enterprise;31;monthly;Active;6169;74028
530;S-846d41;2024-09-02;Update;Seat Downgrade;Enterprise;28;monthly;Active;5572;66864
531;S-c5bec0;2024-09-21;Update;Seat Downgrade;Enterprise;20;annual;Active;3980;47760
532;S-e95f57;2024-09-24;Update;;Enterprise;20;monthly;Inactive;3980;47760
533;S-36f8c0;2023-06-19;Create;;Pro;33;annual;Active;1617;19404
534;S-09c11e;2023-07-12;Update;Plan Downgrade;Basic;20;annual;Inactive;380;4560
535;S-66569a;2023-07-31;Update;Plan Upgrade;Pro;20;monthly;Inactive;980;11760
536;S-4815a3;2023-08-01;Update;Plan Downgrade;Basic;22;monthly;Active;418;5016
537;S-cac22d;2023-08-06;Update;Seat Downgrade;Basic;20;annual;Active;380;4560
538;S-d106d4;2023-11-06;Update;Plan Upgrade;Enterprise;20;monthly;Active;3980;47760
539;S-2ddf94;2024-01-05;Update;;Enterprise;20;annual;Inactive;3980;47760
540;S-44f453;2024-02-10;Update;;Enterprise;20;monthly;Active;3980;47760
541;S-54e8b2;2024-05-18;Update;Plan Downgrade;Pro;20;monthly;Active;980;11760
542;S-d5a07a;2024-07-12;Update;Plan Downgrade;Basic;24;annual;Active;456;5472
543;S-f0d2fd;2024-07-20;Update;Plan Upgrade;Enterprise;28;annual;Active;5572;66864
544;S-c3aa52;2024-08-30;;;Enterprise;20;monthly;Inactive;0;0
545;S-0c0691;2024-10-25;Conversion;;Enterprise;20;monthly;Active;3980;47760
546;S-95cf94;2024-10-24;Create;;Basic;33;annual;Active;627;7524
547;S-519509;2024-11-15;Update;;Basic;33;annual;Inactive;627;7524
548;S-3829dc;2024-11-17;Update;Plan Upgrade;Enterprise;33;monthly;Active;6567;78804
549;S-e768f5;2024-11-19;Update;;Enterprise;33;annual;Active;6567;78804
550;S-766a62;2024-11-24;;;Enterprise;33;monthly;Inactive;0;0
551;S-c17a35;2024-11-25;Conversion;;Pro;33;monthly;Inactive;1617;19404
552;S-5bbfe3;2024-11-29;Update;Plan Downgrade;Basic;33;monthly;Active;627;7524
553;S-ea2c98;2024-11-30;Update;Plan Upgrade;Pro;33;monthly;Active;1617;19404
554;S-f64908;2024-12-11;;;Basic;33;monthly;Inactive;0;0
555;S-53361d;2024-12-30;;;Enterprise;33;monthly;Inactive;0;0
556;S-dda23d;2023-11-14;Create;;Pro;7;annual;Inactive;343;4116
557;S-0d33fc;2023-11-18;Update;Plan Upgrade;Enterprise;16;monthly;Active;3184;38208
558;S-b2f038;2024-01-24;Update;Plan Downgrade;Pro;13;monthly;Active;637;7644
559;S-5f75b5;2024-04-13;Update;Plan Upgrade;Enterprise;19;annual;Active;3781;45372
560;S-3a3be9;2024-05-03;Cancel;;Basic;8;annual;Active;152;1824
561;S-bafe35;2024-10-27;Update;Seat Upgrade;Basic;41;annual;Inactive;779;9348
562;S-7f04ec;2024-11-08;Update;Seat Downgrade;Basic;24;monthly;Active;456;5472
563;S-47985c;2024-12-27;;;Basic;2;annual;Inactive;0;0
564;S-009027;2024-10-28;Create;;Enterprise;9;annual;Active;1791;21492
565;S-f932c0;2024-11-02;;;Basic;14;annual;Active;0;0
566;S-467d4a;2024-11-14;Conversion;;Pro;9;annual;Active;441;5292
567;S-06770c;2024-11-15;Update;Plan Upgrade;Basic;81;monthly;Active;1539;18468
568;S-d91f4c;2024-11-15;Cancel;;Basic;10;monthly;Active;190;2280
569;S-dd3b36;2024-11-26;Cancel;;Basic;4;monthly;Active;76;912
570;S-396a83;2024-11-28;Update;Plan Upgrade;Enterprise;4;monthly;Active;796;9552
571;S-5bbb53;2024-12-03;Update;Plan Downgrade;Pro;4;annual;Active;196;2352
572;S-001561;2024-12-12;Update;Plan Upgrade;Enterprise;6;annual;Active;1194;14328
573;S-af430c;2024-12-29;Update;Plan Downgrade;Pro;11;monthly;Active;539;6468
574;S-94fa70;2024-12-30;Update;Seat Upgrade;Pro;41;monthly;Active;2009;24108
575;S-86455a;2023-12-01;Create;;Pro;12;monthly;Active;588;7056
576;S-34253c;2023-12-02;Update;Plan Downgrade;Basic;18;annual;Inactive;342;4104
577;S-80016a;2024-01-11;Update;Plan Upgrade;Enterprise;5;monthly;Active;995;11940
578;S-412125;2024-01-14;Update;Plan Downgrade;Basic;16;monthly;Active;304;3648
579;S-35cf1c;2024-02-17;Update;Seat Upgrade;Basic;49;monthly;Active;931;11172
580;S-ba672b;2024-05-01;Update;Plan Downgrade;Pro;4;annual;Inactive;196;2352
581;S-5d5699;2024-06-16;Update;Plan Upgrade;Enterprise;35;annual;Active;6965;83580
582;S-4f3f73;2024-08-04;Cancel;;Pro;4;annual;Active;196;2352
583;S-523cce;2024-08-28;Update;Plan Upgrade;Enterprise;30;monthly;Active;5970;71640
584;S-ee53e8;2024-09-03;Update;Plan Downgrade;Basic;17;annual;Active;323;3876
585;S-afa7a7;2024-10-03;;;Enterprise;25;annual;Active;0;0
586;S-7e5af5;2024-03-19;Create;;Basic;24;annual;Active;456;5472
587;S-c3d2f9;2024-04-04;Update;;Basic;24;annual;Active;456;5472
588;S-f1778c;2024-04-10;Update;;Basic;24;monthly;Active;456;5472
589;S-45ab1a;2024-04-19;Update;;Basic;24;annual;Active;456;5472
590;S-5619af;2024-04-23;Update;Plan Upgrade;Enterprise;24;monthly;Inactive;4776;57312
591;S-9da0f3;2024-05-13;Update;Seat Upgrade;Enterprise;41;monthly;Active;8159;97908
592;S-45baac;2024-05-31;Update;Seat Downgrade;Enterprise;24;monthly;Inactive;4776;57312
593;S-497d95;2024-07-15;Update;Plan Downgrade;Basic;24;monthly;Active;456;5472
594;S-27552b;2024-07-17;Update;Plan Upgrade;Pro;24;annual;Active;1176;14112
595;S-cb3a85;2024-07-28;Update;Plan Downgrade;Basic;24;annual;Active;456;5472
596;S-c3213f;2024-08-02;Update;Plan Upgrade;Enterprise;41;annual;Inactive;8159;97908
597;S-221db6;2024-09-16;;;Pro;24;annual;Active;0;0
598;S-5d8b88;2024-11-25;Conversion;;Pro;24;annual;Active;1176;14112
599;S-1b713e;2024-11-26;;;Basic;24;annual;Inactive;0;0
600;S-6def60;2023-10-11;Create;;Basic;50;monthly;Active;950;11400
601;S-9488ec;2023-11-02;Update;Plan Upgrade;Enterprise;50;annual;Inactive;9950;119400
602;S-28a4b7;2023-12-16;Update;;Enterprise;50;annual;Active;9950;119400
603;S-44a646;2023-12-26;Update;Plan Downgrade;Basic;50;annual;Active;950;11400
604;S-1c5650;2023-12-27;Update;Plan Upgrade;Pro;53;monthly;Active;2597;31164
605;S-ed76ff;2024-03-28;Update;Plan Upgrade;Enterprise;50;monthly;Active;9950;119400
606;S-7c5f3b;2024-04-30;Update;Plan Downgrade;Basic;50;monthly;Active;950;11400
607;S-0b6e58;2024-07-05;Update;Plan Upgrade;Enterprise;50;annual;Inactive;9950;119400
608;S-c6acda;2024-07-10;;;Enterprise;50;annual;Active;0;0
609;S-3bb329;2024-07-21;Conversion;;Pro;50;monthly;Active;2450;29400
610;S-e301c9;2024-09-22;;;Enterprise;50;monthly;Active;0;0
611;S-c96d86;2024-11-04;Conversion;;Basic;50;annual;Active;950;11400
